annotator,position,time_stamp
49,0,29.203845
49,1,16.458510999999998
49,2,24.585024
49,3,13.072804
49,4,12.526747
49,5,9.865917
49,6,22.165442000000002
49,7,7.763435
49,8,11.250632000000001
49,9,11.313682
49,10,9.574589999999999
49,11,8.724587
49,12,10.935845
49,13,9.668641000000001
49,14,12.294277000000001
49,15,14.842763
49,16,8.999248
49,17,12.466834
49,18,12.648608
49,19,13.16515
49,20,9.003719
49,21,11.426517
49,22,12.287419
49,23,12.996988
49,24,16.166907000000002
57,0,44.197521
57,1,13.361845
57,2,12.177593
57,3,7.47235
57,4,12.197827
57,5,6.566528
57,6,28.772616999999997
57,7,22.031257999999998
57,8,10.275055
57,9,19.288586
57,10,25.171972
57,11,14.620548000000001
57,12,24.26698
57,13,16.525242000000002
57,14,12.469306
57,15,27.168776
57,16,20.207179
57,17,10.136922
57,18,9.984691
57,19,9.214897
57,20,8.985174
57,21,24.983562
57,22,11.965913
57,23,27.560421999999996
57,24,14.553622
59,0,28.14088
59,1,71.745263
59,2,86.40712099999999
59,3,83.809626
59,4,51.539351
59,5,91.012913
59,6,40.58181
59,7,113.396045
59,8,42.538511
59,9,21.156812
59,10,73.55710699999999
59,11,36.873409
59,12,46.144135999999996
59,13,27.256161
59,14,38.043409000000004
59,15,13.759069
59,16,11.365946000000001
59,17,16.719445999999998
59,18,26.701232
59,19,13.063182000000001
59,20,18.917992
59,21,15.076007999999998
59,22,19.110659
59,23,11.98944
59,24,18.767812
